"Index","AMZN","ABT","AES","ABMD","IBM","AMD","ADBE","ARE","APD","BXP","ALL","HON","AMGN","HES","AXP","AEP","AFL","AIG","ADI","ALXN","VLO","CMCSA","ANSS","AAPL","AMAT","ADM","AEE","ADSK","ADP","AZO","BLL","BRK.B","BAX","BDX","AME","VZ","WRB","BBY","BIO","YUM","FE","BA","BSX","CHRW","TTWO","MTD","BMY","OKE","AVB","URI","SRE","FDX","VRSN","APH","BF.B","CSX","CPB","STZ","CAH","CAT","CTXS","LUMN","CERN","JPM","CHD","CINF","CTAS","CSCO","CLX","KO","CPRT","CL","MAR","CAG","ED","CMS","COO","GLW","CMI","DHI","DHR","MCO","CTSH","TGT","DE","MS","RSG","DIS","DLTR","DOV","OMC","DTE","DRE","DRI","EBAY","BAC","C","CDNS","ECL","EA","CRM","EMR","ATO","ETR","EOG","EFX","EQR","EL","EXPD","XOM","FMC","NEE","FAST","FITB","MTB","FISV","FCX","AJG","GD","GIS","GPC","GILD","IT","MCK","NVDA","GE","GWW","GS","HAS","HSY","HOLX","HD","HRL","CNP","HUM","JBHT","IEX","ITW","INTU","IDXX","INTC","IFF","IP","J","JKHY","INCY","JNJ","HIG","KLAC","K","KEY","KMB","BLK","KR","LRCX","TDY","AKAM","LEN","LLY","UPS","A","LMT","LOW","D","MGM","MKC","MCD","EW","MMC","MAS","MLM","MET","MXIM","ATVI","CVS","LH","MSFT","MU","MAA","MCHP","MMM","KSU","ILMN","XEL","F","NEM","NVR","NKE","NSC","NTRS","NOC","WFC","NUE","COF","ODFL","ORCL","PCAR","EXC","PH","PAYX","ALGN","PPL","PEP","PFE","COP","PXD","MO","PNC","PPG","COST","TROW","DGX","PG","PGR","PEG","PHM","GPN","QCOM","O","REGN","RMD","USB","ROST","ROL","ROP","ROK","RCL","TRV","FIS","MRK","SLB","SCHW","POOL","ZBH","ABC","PFG","SHW","CNC","SIVB","SPG","PRU","AAP","EIX","SO","LUV","T","CVX","STT","SBUX","PSA","SYK","NFLX","SNPS","SYY","ISRG","TFX","TER","TXN","TMO","TIF","TSCO","TYL","TSN","UNP","UNH","VAR","VTR","VFC","VRTX","VMC","WMT","WM","WAT","WST","SJM","WDC","WAB","WY","WHR","SWKS","NDAQ","CME","WMB","LNT","KMX","XLNX","TJX","ZBRA","RF","DPZ","EXR","LVS","DLR","MKTX","CE","DXCM","AMP","LYV","CMG","TDG","MA","BR","DAL","DFS","BK","ULTA","MSCI","PM","V","AWK","CB","MPC","FBHS","KMI","XYL","SWK","LYB","GRMN","PLD","ACN","HCA","VRSK","FLT","FRC","STX","DG","FTNT","TEL","ORLY","GM","CBRE","EXPE","APTV","PSX","AMT","FB","DUK","NOW","MDLZ","ETN","ABBV","TMUS","ZTS","CDW","INFO","WLTW","IQV","BKNG","LDOS","AVGO","TWTR","EVRG","ICE","STE","CI","DOW","AMCR","PEAK","NLOK","DD","CARR","OTIS","CTVA","LHX","TT","TFC","VIAC","IR","PAYC","AON","RTX","ANET","CTLT","SYF","CFG","KEYS","QRVO","ANTM","CCI","MDT","WBA","EQIX","ES","ETSY","JCI","KHC","FTV","SPGI","HLT","GOOGL","WELL","HPE","PYPL","HPQ","GOOG","WEC","MNST","LIN","SBAC","CHTR"
"2020-01-11",180,6,6,8,40,96,23,14,7,2,12,12,12,10,15,5,4,10,11,15,8,22,9,357,16,3,6,9,3,8,3,8,6,28,9,25,0,10,2,10,11,223,8,7,5,2,25,9,3,8,7,16,4,7,2,32,3,36,3,15,8,0,7,69,5,7,10,37,7,29,5,31,9,5,4,6,6,8,8,3,11,31,10,35,14,44,8,92,4,7,6,3,5,7,0,0,0,17,1,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,45,11,61,2,16,8,22,7,10,15,13,2,8,5,9,37,8,5,7,5,5,37,2,15,14,18,6,23,13,15,1,8,19,26,1,38,25,10,14,3,12,47,12,5,6,8,24,3,7,29,3,105,30,1,18,20,13,15,5,44,21,2,23,10,13,20,45,9,3,1,12,13,4,3,10,9,12,17,37,11,9,17,29,17,23,7,7,15,5,6,8,6,26,19,11,3,18,10,6,1,3,8,9,6,27,18,14,0,9,5,2,5,8,9,13,2,8,4,6,18,57,25,13,38,3,13,111,7,6,31,2,8,8,5,1,9,0,13,6,36,16,4,3,25,4,37,7,8,0,1,12,2,3,3,11,7,9,8,8,7,8,12,1,13,4,2,6,2,4,4,27,5,7,29,8,20,0,19,4,16,8,3,14,20,6,9,3,6,8,7,8,6,6,6,5,3,2,5,14,11,7,4,19,10,40,4,6,3,10,9,154,3,19,3,57,14,2,4,2,15,10,9,11,5,20,93,1,12,0,5,8,1,2,10,5,0,0,3,2,4,1,10,6,13,8,0,10,5,3,12,8,11,8,9,20,25,2,22,4,2,19,3,4,3,64,3,5,28,11,64,11,16,4,3,9
"2020-01-12",185,8,6,13,18,97,19,13,5,1,19,5,13,4,15,6,3,9,5,12,9,11,3,331,11,6,8,6,5,5,7,5,14,67,8,23,1,15,1,11,6,138,9,6,8,1,27,3,3,19,6,8,4,3,2,20,6,21,3,13,8,0,8,78,2,5,6,23,6,20,5,23,3,10,13,5,1,8,6,8,4,49,6,25,4,51,14,100,10,5,2,6,1,9,0,0,0,10,7,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,51,6,79,11,11,11,21,5,4,6,16,1,4,6,7,40,3,2,2,0,2,27,2,3,9,17,4,23,3,8,2,4,14,23,3,33,16,8,9,1,6,27,10,8,6,4,14,4,16,13,0,84,29,5,5,27,14,10,10,41,8,0,22,1,1,12,55,3,2,3,17,2,8,1,2,7,15,8,30,5,8,8,18,16,39,7,2,12,8,9,9,3,29,21,10,8,20,11,2,5,5,2,8,4,10,27,23,0,4,10,4,6,2,6,10,7,7,12,9,14,23,14,17,40,6,11,103,8,7,21,3,1,5,10,5,8,1,19,4,38,10,4,7,18,7,28,4,4,7,4,12,2,3,3,8,5,3,5,4,6,11,10,5,13,11,2,4,9,1,2,13,6,2,14,8,13,3,42,8,18,31,1,10,23,7,3,9,3,4,1,5,2,4,3,7,3,6,2,9,28,2,0,18,5,27,3,8,4,13,18,161,5,16,6,57,19,5,6,2,10,1,5,17,7,15,98,1,7,3,4,14,3,2,7,3,0,0,0,1,2,1,5,14,7,3,0,4,3,4,14,7,10,8,13,13,17,3,49,10,7,5,4,5,6,70,2,4,29,6,41,8,8,3,7,2
"2020-01-13",506,32,4,97,79,245,47,19,5,7,17,17,37,9,28,7,4,13,6,44,17,46,4,1099,30,7,2,48,5,12,11,14,40,79,16,64,3,18,2,16,6,447,13,11,25,3,100,7,7,17,5,41,2,4,1,23,9,50,13,50,16,0,7,269,3,4,8,48,11,46,6,70,6,8,5,5,5,8,7,10,22,38,8,54,8,79,15,221,17,8,5,11,7,11,0,0,0,8,8,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,23,0,0,0,0,29,0,170,9,184,18,23,27,51,25,4,34,14,6,8,17,7,74,6,9,5,1,55,56,3,14,18,19,2,27,17,26,3,22,22,60,2,57,72,18,16,9,4,69,13,6,4,2,28,4,26,36,15,286,58,18,7,24,10,101,7,142,57,3,35,6,3,24,160,8,10,1,37,3,8,6,17,12,10,14,125,15,6,22,29,15,43,19,16,38,11,8,8,15,50,35,33,9,28,7,6,3,4,3,9,15,47,29,21,1,7,18,5,3,24,2,22,8,38,3,16,18,91,34,14,111,5,10,411,7,17,29,7,19,10,9,8,13,3,30,5,98,8,9,3,31,4,94,7,6,6,5,11,3,6,9,41,8,18,12,10,11,27,8,5,11,11,4,8,10,7,8,49,6,6,50,6,86,4,103,7,13,125,11,14,140,13,8,13,7,10,6,5,2,10,13,30,14,5,13,23,26,22,17,32,2,43,4,10,2,5,34,479,9,60,8,70,53,10,17,4,27,4,4,16,7,39,180,7,12,4,41,40,5,5,21,10,0,0,2,6,3,9,7,16,20,5,0,2,6,2,11,17,12,36,12,18,28,9,172,20,10,29,6,11,6,207,9,5,91,17,190,13,11,6,18,8
"2020-01-14",692,21,4,27,76,273,40,12,8,0,17,18,59,11,28,14,4,16,3,40,17,27,4,1246,44,11,8,20,13,12,6,13,11,37,13,57,2,28,18,14,10,634,102,5,21,5,47,2,5,6,4,150,4,5,0,9,6,33,14,54,8,0,4,763,6,4,9,46,10,59,24,43,3,13,6,3,7,10,12,9,17,128,5,39,18,67,23,455,9,7,3,5,4,10,0,0,0,13,6,18,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,51,0,99,7,193,12,20,19,45,9,16,22,12,5,7,11,6,76,3,13,4,8,30,54,7,19,14,14,4,92,13,44,9,11,15,66,13,51,49,17,17,42,8,67,17,5,5,17,15,4,43,44,19,306,128,20,16,26,12,41,19,76,43,7,59,6,10,25,455,2,28,5,22,11,7,4,12,31,12,11,106,23,8,36,40,6,31,17,12,33,3,5,12,14,65,28,35,7,31,7,4,4,1,1,9,9,43,25,8,2,5,25,5,6,15,6,13,22,25,8,8,22,64,29,14,68,13,6,423,7,14,20,4,10,10,10,11,5,6,11,31,104,4,7,2,19,16,67,16,2,3,5,29,2,13,9,29,15,19,15,9,15,18,8,4,9,33,4,13,10,5,4,22,4,6,38,4,56,12,379,6,10,83,7,18,166,9,9,2,6,17,6,5,14,9,2,13,6,4,6,50,22,15,15,67,2,48,3,11,6,22,21,387,7,36,4,57,47,21,13,8,50,2,3,13,2,49,181,12,24,1,22,35,4,4,10,13,0,0,2,3,9,7,9,8,31,4,0,11,5,0,5,13,17,16,15,19,15,14,267,34,3,33,1,5,10,206,7,3,73,8,243,5,12,13,7,12
"2020-01-15",595,12,6,15,90,230,41,19,6,2,12,18,44,9,43,21,5,11,13,26,22,40,5,1037,19,12,3,21,16,15,10,17,18,49,15,40,3,57,22,20,8,287,47,33,9,2,53,17,9,7,8,54,4,11,6,19,3,19,23,60,12,0,4,279,4,2,7,62,1,89,11,65,4,10,6,5,10,4,7,6,14,86,9,624,15,109,10,219,17,5,7,6,3,5,0,0,0,6,5,25,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,32,0,85,3,477,23,18,14,56,8,5,22,8,3,2,3,4,88,7,7,2,1,24,64,2,16,23,26,2,168,17,21,5,7,27,38,21,51,49,17,11,18,3,102,25,10,12,10,14,9,35,65,9,249,89,15,15,31,6,31,13,49,32,8,39,5,8,26,208,10,23,12,45,8,5,5,13,35,7,43,124,30,13,30,109,34,67,4,12,40,19,10,10,11,69,60,26,15,84,7,4,6,5,7,6,14,71,46,39,1,5,29,14,10,18,3,12,23,13,13,13,11,75,43,11,47,13,4,331,8,12,10,5,12,21,5,6,7,1,17,14,313,6,11,5,33,4,160,10,2,2,3,20,2,11,8,29,8,8,13,5,16,15,7,5,11,27,8,12,10,3,8,27,5,7,38,20,78,2,115,12,27,39,7,13,172,6,3,14,5,15,10,3,3,17,14,17,6,3,5,55,15,19,8,51,4,38,5,11,9,11,19,376,11,45,8,44,36,30,19,3,44,7,4,8,5,25,182,6,32,3,15,30,5,4,13,11,0,0,2,6,4,6,26,8,8,5,0,18,15,7,11,8,21,19,14,19,19,2,232,16,3,20,6,20,5,146,10,6,57,12,150,7,11,14,15,11
"2020-01-16",631,22,6,14,68,383,40,18,3,10,33,28,32,17,29,15,12,15,8,21,16,121,7,874,18,7,20,19,14,8,12,25,24,111,17,38,1,14,21,28,13,300,32,13,20,4,45,7,9,16,6,34,6,4,4,139,6,14,8,56,8,0,6,223,12,2,8,84,5,41,16,52,7,10,28,21,14,15,8,6,13,51,6,167,23,506,17,216,12,14,6,2,6,11,0,0,0,12,4,31,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,80,8,159,12,7,10,161,12,9,19,30,9,7,10,7,76,4,7,13,3,12,70,7,25,22,27,7,67,15,39,1,9,13,40,27,59,49,24,13,25,6,60,23,9,26,9,26,19,23,65,12,417,101,19,11,44,22,16,6,55,39,0,46,8,7,27,124,3,13,10,34,7,6,7,13,28,19,38,64,22,21,38,42,145,77,7,7,38,22,15,10,32,63,21,34,15,35,6,3,17,8,3,8,12,63,51,93,2,3,25,2,6,12,7,10,18,10,4,24,55,111,38,35,52,6,4,402,11,20,14,1,20,15,13,11,8,3,29,34,123,3,17,7,28,6,87,6,6,4,9,32,4,8,6,14,13,17,18,5,13,34,10,5,27,14,25,25,35,7,4,27,18,16,43,12,74,2,40,9,138,22,12,16,151,12,12,13,12,16,7,10,9,17,22,15,7,4,8,24,26,12,21,89,13,33,7,7,16,15,14,369,14,50,2,46,35,14,16,8,33,17,1,10,8,19,294,14,24,0,19,38,2,7,20,20,0,0,4,5,8,6,12,13,8,7,1,13,11,5,22,11,28,14,21,41,18,7,228,34,6,16,2,11,12,283,7,8,63,20,251,10,12,5,9,41
"2020-01-17",650,27,7,15,117,372,65,24,10,12,16,23,45,10,23,17,13,10,6,19,13,128,3,1063,30,11,11,29,26,24,3,30,9,55,10,38,1,68,23,60,12,756,26,11,42,3,52,7,12,21,15,25,5,3,10,146,5,20,9,69,8,0,20,182,9,3,10,90,7,50,10,72,12,21,15,25,9,7,7,13,18,54,8,91,13,157,43,193,10,16,3,7,8,10,0,0,0,16,8,52,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,12,0,0,0,0,25,0,95,6,136,16,15,12,138,14,11,11,114,5,8,13,11,95,18,7,8,1,11,120,2,13,11,18,10,40,10,25,5,11,29,62,22,37,44,39,17,35,4,82,14,15,13,9,17,9,74,43,5,487,84,22,5,38,105,12,8,75,31,3,60,17,2,25,99,3,12,9,41,7,12,5,14,23,15,44,62,31,6,43,24,48,80,11,7,72,14,21,18,11,305,23,30,18,28,6,4,21,6,18,7,9,65,212,39,2,2,6,4,11,4,8,9,22,9,4,36,34,96,25,97,101,24,25,453,10,24,8,4,12,24,8,7,10,3,10,38,71,2,15,7,25,6,113,30,4,4,12,58,12,13,7,23,8,10,22,2,6,30,9,7,50,23,13,19,11,7,4,12,7,6,51,17,80,7,45,32,69,20,10,22,157,11,10,12,1,10,6,18,6,6,20,22,2,3,6,20,30,10,12,40,6,39,7,13,2,34,11,428,17,34,8,46,35,12,15,25,22,12,1,19,8,24,430,6,19,5,13,46,2,3,38,4,0,0,12,13,3,3,15,7,11,6,0,14,12,7,67,20,11,12,10,15,10,14,282,36,5,25,4,15,12,398,9,27,56,24,311,6,18,11,6,26
"2020-01-18",254,37,1,9,45,107,20,23,9,4,8,11,18,7,26,4,3,6,5,18,12,28,1,362,5,5,7,11,9,6,13,13,10,49,8,21,2,30,1,28,11,201,15,13,7,0,15,7,3,4,11,14,5,15,2,34,5,7,3,27,8,0,9,75,1,7,2,38,4,14,3,12,8,11,11,10,19,3,8,4,7,60,6,47,10,52,12,102,6,4,4,4,3,4,0,0,0,5,6,17,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,47,3,45,8,4,5,47,3,3,6,20,1,3,17,3,66,8,5,3,6,15,47,3,5,17,26,19,14,6,11,5,1,9,14,7,40,24,26,15,3,6,46,9,5,5,3,9,11,26,13,0,126,37,5,5,18,16,5,8,21,14,4,24,19,9,10,43,7,26,8,22,7,11,2,7,6,7,13,16,22,4,17,9,8,30,1,9,54,2,15,5,11,55,17,16,14,16,3,7,3,4,7,18,10,22,38,3,1,7,3,1,4,4,8,10,10,2,1,10,19,37,15,22,51,5,4,174,4,5,24,6,15,42,8,6,7,1,7,21,32,4,7,7,13,12,45,13,6,3,3,9,1,6,5,17,26,7,11,4,8,14,6,6,11,10,2,8,9,0,3,9,2,0,13,8,34,0,14,6,9,9,6,11,71,11,7,18,2,28,6,9,3,3,13,6,2,1,1,15,17,5,5,20,3,12,3,7,4,19,9,192,6,15,7,46,16,7,4,6,22,4,3,9,5,11,120,6,5,0,5,14,1,6,5,3,0,0,0,7,1,7,4,7,9,1,0,9,4,3,12,8,7,5,4,21,12,9,23,15,1,12,6,4,3,119,3,6,19,6,81,12,16,3,5,14
"2020-01-19",194,41,7,4,37,84,18,12,12,3,13,15,22,3,31,10,7,9,11,15,10,14,6,303,12,10,15,7,16,7,3,7,2,48,7,12,0,7,0,26,6,158,24,19,8,2,15,5,5,2,6,11,4,18,1,18,2,2,1,21,5,0,7,57,4,10,3,16,3,10,11,24,3,25,6,13,7,7,6,2,2,41,2,28,9,31,9,68,10,5,4,1,5,4,0,0,0,11,7,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,41,10,33,7,2,4,26,5,1,12,21,4,11,19,2,78,8,6,2,2,5,33,3,5,10,31,15,12,5,7,3,4,11,10,6,45,16,19,4,6,4,26,6,7,5,2,10,3,11,10,6,92,42,1,5,15,11,10,11,20,9,1,24,12,11,13,46,3,14,0,36,3,11,1,8,7,7,18,21,7,7,14,7,10,32,5,8,49,6,14,6,15,53,24,10,5,10,5,2,11,3,4,10,4,21,25,16,0,3,13,2,6,1,12,6,6,8,1,13,29,40,21,70,32,8,6,185,6,10,24,4,24,29,5,4,3,1,13,25,23,4,5,8,8,14,36,9,3,4,3,7,2,2,9,20,3,6,8,2,9,10,5,0,7,6,7,12,6,1,6,7,3,1,15,9,51,0,11,9,12,9,2,8,76,7,2,10,2,15,4,8,3,8,18,2,4,3,4,17,26,4,3,31,4,8,2,5,1,9,6,159,2,11,2,52,13,5,8,6,9,5,2,6,2,9,98,5,7,3,7,14,0,3,3,5,0,0,12,3,2,1,12,4,9,1,0,8,1,16,17,4,9,10,5,8,7,7,37,16,0,13,1,9,10,82,7,10,19,6,70,4,5,8,3,6
"2020-01-20",190,32,8,6,77,114,26,8,7,9,20,5,27,5,44,10,7,9,8,16,9,32,4,364,11,9,9,17,14,11,9,12,11,50,12,22,2,18,3,37,7,371,44,9,14,4,26,6,10,2,5,12,3,21,8,16,5,10,17,27,9,0,9,74,6,7,2,38,10,22,10,49,7,15,6,6,11,2,5,7,12,63,7,39,9,49,14,114,8,8,2,10,12,3,0,0,0,13,9,23,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,41,6,56,9,7,6,27,7,4,7,22,0,10,23,1,92,10,12,5,9,12,55,4,8,14,17,16,24,6,10,6,12,9,8,13,43,16,22,17,7,7,42,7,5,4,5,16,9,30,22,6,135,44,8,10,26,13,18,16,34,14,1,26,9,8,6,36,6,24,0,20,2,7,8,5,6,7,18,22,15,8,11,10,14,26,3,27,49,6,15,4,6,51,24,10,18,15,9,1,3,3,2,6,6,28,25,14,0,5,8,2,5,9,13,3,8,5,2,19,36,45,19,32,31,6,3,305,3,7,21,4,25,39,16,3,8,4,5,18,32,8,6,3,11,13,32,5,6,2,6,13,2,8,14,28,5,6,16,1,8,22,9,3,12,8,7,15,12,1,2,10,5,1,33,8,28,5,22,5,23,9,6,12,48,5,8,9,1,20,6,8,0,7,13,11,2,1,4,13,26,6,4,19,4,24,4,5,2,12,8,193,6,37,7,52,18,9,5,4,14,5,1,12,3,22,117,7,28,0,17,25,0,3,9,3,0,0,2,5,2,2,6,7,11,3,0,6,2,3,10,8,5,8,8,7,10,8,74,14,5,20,3,5,4,118,10,7,36,9,93,10,9,31,5,14
"2020-01-21",682,65,3,19,352,312,30,22,6,9,22,14,43,9,32,16,4,15,7,11,16,56,5,779,44,6,4,25,10,20,4,24,16,42,5,29,4,31,28,32,9,1903,49,10,19,2,41,24,6,7,8,21,3,32,5,28,9,13,6,45,14,0,9,115,2,3,6,50,14,25,18,58,13,11,7,6,13,8,14,35,12,129,15,84,19,78,15,328,21,13,6,8,3,6,0,0,0,11,11,21,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,14,0,0,0,0,9,0,71,6,88,12,20,8,76,18,8,11,35,2,5,13,1,212,8,25,7,2,6,129,9,15,15,24,18,21,13,39,20,14,37,32,14,48,41,30,25,33,8,44,18,7,5,4,19,6,28,53,9,286,132,9,14,40,36,7,12,45,17,3,35,6,27,9,57,6,93,0,21,4,8,9,8,7,15,19,46,18,15,16,9,10,226,9,14,42,15,12,16,7,74,44,51,7,35,9,6,5,5,20,17,6,57,47,15,0,8,10,8,10,20,7,12,20,5,16,24,68,79,38,25,81,13,12,1516,6,5,23,5,27,48,10,12,22,3,15,30,47,5,10,31,34,12,46,13,8,1,4,14,5,3,6,26,8,11,16,11,5,31,11,8,9,16,8,134,13,6,6,15,6,1,53,7,67,6,120,13,34,10,18,14,171,14,13,22,8,20,3,6,13,21,32,25,7,7,14,4,21,7,12,21,6,36,7,22,3,14,21,375,16,33,7,41,46,18,10,5,24,10,7,45,7,31,176,39,15,0,15,44,4,3,13,6,0,0,1,3,17,5,19,10,15,9,0,3,8,5,19,11,15,13,14,30,23,6,277,14,11,22,3,8,14,249,8,9,46,8,247,3,16,18,7,10
"2020-01-22",774,179,9,19,499,267,38,22,10,7,11,17,50,9,28,11,9,12,12,22,16,81,4,899,46,12,4,9,30,20,15,23,17,28,7,63,7,15,2,31,15,1460,27,7,23,1,58,9,12,9,23,36,3,68,6,11,10,26,19,62,85,0,11,141,5,5,8,63,10,54,12,68,13,14,21,28,25,13,8,27,12,78,15,61,14,68,7,255,27,10,11,8,13,13,0,0,0,9,7,14,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,28,0,0,0,0,11,0,110,7,100,11,20,10,107,7,11,10,31,3,8,16,2,239,8,7,7,3,14,292,15,23,21,54,35,43,20,31,58,9,34,46,21,53,29,31,26,36,29,90,22,4,15,2,21,8,23,38,8,335,186,10,10,50,23,24,14,104,19,6,67,6,68,24,64,8,100,4,48,3,7,11,6,33,9,30,51,23,10,28,26,20,119,6,17,82,10,16,14,17,82,21,53,24,31,7,5,3,5,12,27,14,48,70,14,3,10,12,3,8,36,9,18,11,7,6,30,93,136,33,15,89,5,15,1422,8,8,49,6,93,222,11,7,13,3,10,45,55,13,18,33,14,7,107,18,6,2,8,14,2,5,13,38,13,15,24,3,15,29,17,4,12,17,15,58,10,7,5,27,8,7,34,12,72,3,51,28,21,17,7,15,117,19,9,9,10,67,3,9,9,11,57,17,7,18,28,4,19,13,34,39,17,105,4,14,4,17,18,384,14,48,17,59,39,11,18,10,12,5,4,35,5,58,232,11,19,2,14,64,2,5,25,8,0,0,1,5,4,8,12,12,39,11,0,13,4,7,17,22,24,11,8,33,27,2,242,13,16,45,4,13,12,239,13,10,47,21,200,2,11,11,3,26
"2020-01-23",523,60,1,8,169,334,31,22,39,13,24,14,35,8,61,16,7,11,12,29,30,307,12,879,17,10,4,21,24,28,14,22,7,42,2,64,4,10,1,22,7,744,22,5,16,5,36,14,6,5,13,23,3,31,7,23,21,27,18,77,196,0,5,173,14,2,13,64,13,47,5,118,10,8,10,7,10,5,5,39,8,49,13,61,26,88,8,281,30,9,5,5,4,10,0,0,0,19,11,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,246,11,131,5,16,4,88,6,14,25,25,4,11,22,9,847,5,12,6,4,22,100,10,19,14,58,87,46,14,43,23,13,30,25,13,54,32,33,12,42,13,106,44,9,4,5,22,4,22,32,2,300,204,9,3,41,29,16,7,91,34,10,54,10,49,26,101,6,45,0,34,1,8,10,15,15,12,25,93,32,18,17,12,17,59,9,13,257,16,11,16,12,76,32,30,14,11,4,6,9,8,16,111,17,60,45,10,8,3,14,5,8,36,31,16,16,34,7,30,180,102,64,21,70,8,5,1314,14,3,98,3,215,204,5,3,15,4,12,138,45,12,14,141,16,7,79,6,3,1,13,114,4,7,12,158,5,7,20,6,8,27,6,4,15,17,3,80,7,2,4,10,7,5,34,25,63,3,38,58,24,12,8,18,107,9,13,10,6,103,6,7,6,7,38,52,2,14,16,0,38,6,8,20,17,61,7,65,15,9,11,340,22,33,3,51,65,15,13,11,16,7,6,18,10,150,207,7,11,2,13,67,4,4,8,7,0,0,11,13,4,9,44,12,106,8,2,24,1,26,19,18,24,15,14,21,24,7,214,5,12,25,4,7,12,179,10,6,110,49,194,7,8,6,7,26
"2020-01-24",604,58,4,4,109,390,30,18,94,10,14,16,61,6,270,17,12,16,26,23,32,138,8,1200,31,9,4,19,13,25,12,10,22,41,12,51,3,12,16,40,11,1138,13,8,30,3,79,12,2,9,10,20,9,27,6,7,15,20,21,65,43,0,7,183,8,3,6,34,13,40,11,74,19,13,14,11,4,13,5,42,12,54,9,69,13,65,20,443,19,12,5,4,5,10,0,0,0,8,12,49,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,19,0,115,11,135,8,9,3,41,5,10,13,29,0,9,13,4,873,2,13,5,10,4,75,5,20,29,40,38,25,20,43,24,14,28,27,32,40,57,31,24,27,11,146,9,10,14,11,19,8,59,59,3,274,105,1,12,49,26,23,10,74,61,10,58,12,11,21,93,10,34,4,27,14,6,7,9,13,7,18,100,26,15,27,23,10,58,13,16,72,6,10,21,10,75,19,57,10,17,15,4,3,4,11,45,15,74,39,11,2,4,35,5,12,22,47,9,21,25,12,28,74,102,42,34,74,12,3,872,8,8,120,3,81,70,12,13,24,3,17,99,38,15,6,44,21,7,69,13,8,1,7,67,5,7,14,214,6,12,11,9,9,25,14,4,14,15,7,48,23,2,4,4,2,12,38,13,66,9,54,198,15,20,8,13,89,24,5,9,3,33,4,7,6,7,19,23,6,18,11,5,32,9,16,29,9,42,9,20,3,11,8,405,15,27,10,69,56,12,5,5,13,11,9,27,12,254,184,16,16,5,12,59,2,4,5,6,0,0,2,9,1,4,45,13,28,12,0,58,3,112,14,11,32,17,15,15,30,10,326,6,18,33,5,6,5,246,6,8,80,18,169,4,13,15,2,20
"2020-01-25",233,32,7,2,68,126,11,15,22,10,16,11,28,6,33,5,3,3,2,13,6,34,4,309,9,3,3,4,8,12,5,11,4,29,5,40,4,13,0,22,8,283,15,6,11,2,19,13,7,10,6,17,3,16,1,3,8,9,5,35,42,0,1,44,8,2,5,17,2,43,4,27,11,7,6,5,5,3,2,24,6,40,4,23,8,23,1,139,17,3,4,4,4,3,0,0,0,11,11,22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,100,6,38,5,13,1,22,12,8,15,13,1,5,3,5,163,8,8,1,1,11,31,4,15,23,45,25,5,8,25,14,3,15,11,25,46,48,21,12,7,13,69,11,4,9,1,22,4,23,24,1,149,30,4,11,59,24,12,8,31,32,10,42,10,22,16,31,19,31,6,17,11,2,4,7,14,3,11,59,8,8,15,9,7,20,4,10,40,23,16,13,13,35,20,31,1,5,10,0,11,6,16,19,5,55,15,6,6,5,4,12,5,16,15,11,14,8,2,9,28,51,27,34,66,1,8,249,4,3,25,3,34,51,8,6,7,3,1,35,19,7,7,23,14,5,28,5,2,4,5,21,1,3,10,45,7,6,5,4,9,21,7,2,12,5,8,24,10,1,2,1,1,3,15,7,62,1,32,50,8,9,4,9,68,6,7,17,8,17,3,4,12,5,19,12,16,12,14,1,17,9,7,22,7,28,3,3,3,10,11,195,11,28,11,60,23,3,5,4,6,2,9,13,2,22,102,14,4,1,10,17,2,0,2,5,0,0,4,6,7,0,12,9,15,3,0,24,1,27,9,8,13,18,11,8,26,7,34,3,9,10,2,4,8,86,0,9,45,8,58,7,7,17,0,8
