@AMZN,U:ABT,U:AES,@ABMD,U:IBM,@AMD,@ADBE,U:ARE,U:APD,U:BXP,U:ALL,U:HON,@AMGN,U:HES,U:AXP,@AEP,U:AFL,U:AIG,@ADI,@ALXN,U:VLO,@CMCSA,@ANSS,@AAPL,@AMAT,U:ADM,U:AEE,@ADSK,@ADP,U:AZO,U:BLL,U:BRK.B,U:BAX,U:BDX,U:AME,U:VZ,U:WRB,U:BBY,U:BIO,U:YUM,U:FE,U:BA,U:BSX,@CHRW,@TTWO,U:MTD,U:BMY,U:OKE,U:AVB,U:URI,U:SRE,U:FDX,@VRSN,U:APH,U:BF.B,@CSX,U:CPB,U:STZ,U:CAH,U:CAT,@CTXS,U:LUMN,@CERN,U:JPM,U:CHD,@CINF,@CTAS,@CSCO,U:CLX,U:KO,@CPRT,U:CL,@MAR,U:CAG,U:ED,U:CMS,U:COO,U:GLW,U:CMI,U:DHI,U:DHR,U:MCO,@CTSH,U:TGT,U:DE,U:MS,U:RSG,U:DIS,@DLTR,U:DOV,U:OMC,U:DTE,U:DRE,U:DRI,@EBAY,U:BAC,U:C,@CDNS,U:ECL,U:PKI,@EA,U:CRM,U:EMR,U:ATO,U:ESS,U:ETR,U:EOG,U:EFX,U:EQR,U:EL,@EXPD,U:XOM,U:FMC,U:NEE,@FAST,@FITB,U:MTB,@FISV,U:FCX,U:AJG,U:GD,U:GIS,U:GPC,@GILD,U:IT,U:MCK,@NVDA,U:GE,U:GWW,U:GS,@HAS,U:HSY,@HOLX,U:HD,U:HRL,U:CNP,U:HUM,@JBHT,@BIIB,U:IEX,U:ITW,@INTU,@IDXX,@INTC,U:IFF,U:IP,U:J,@JKHY,@INCY,U:JNJ,U:HIG,@KLAC,U:K,U:KEY,U:KMB,U:BLK,U:KR,@LRCX,U:TDY,@AKAM,U:LEN,U:LLY,U:UPS,U:A,U:LMT,U:LOW,U:D,U:MGM,U:MKC,U:MCD,U:EW,U:MMC,U:MAS,U:MLM,U:MET,@MXIM,@ATVI,U:CVS,U:LH,@MSFT,@MU,U:MAA,@MCHP,U:MMM,U:KSU,@ILMN,@XEL,U:F,U:NEM,U:NVR,U:NKE,U:NSC,@NTRS,U:NOC,U:WFC,U:NUE,U:COF,@ODFL,U:ORCL,@PCAR,@EXC,U:PH,@PAYX,@ALGN,U:PPL,@PEP,U:PFE,U:COP,U:PXD,U:MO,U:PNC,U:PPG,@COST,@TROW,U:DGX,U:PG,U:PGR,U:PEG,U:PHM,U:GPN,@QCOM,U:O,@REGN,U:RMD,U:USB,@ROST,U:ROL,U:ROP,U:ROK,U:RCL,U:TRV,U:FIS,U:MRK,U:SLB,U:SCHW,@POOL,U:ZBH,U:ABC,@PFG,U:SHW,U:CNC,@SIVB,U:SPG,U:PRU,U:AAP,U:EIX,U:SO,U:LUV,U:T,U:CVX,U:STT,@SBUX,U:PSA,U:SYK,@NFLX,@SNPS,U:SYY,@ISRG,U:TFX,@TER,@TXN,U:TMO,U:TIF,@TSCO,U:TYL,U:TSN,U:UNP,U:UNH,U:VAR,U:VTR,U:VFC,@VRTX,U:VMC,U:WMT,U:WM,U:WAT,U:WST,U:SJM,@WDC,U:WAB,U:WY,U:WHR,@SWKS,@NDAQ,@CME,U:WMB,@LNT,U:KMX,@XLNX,U:TJX,@ZBRA,U:RF,U:DPZ,U:EXR,U:LVS,U:DLR,@MKTX,U:CE,@DXCM,U:AMP,U:LYV,U:CMG,U:TDG,U:MA,U:BR,U:DAL,U:DFS,U:BK,@ULTA,U:MSCI,U:PM,U:V,U:AWK,U:CB,U:MPC,U:FBHS,U:KMI,U:XYL,U:SWK,U:LYB,@GRMN,U:PLD,U:ACN,U:HCA,@VRSK,U:FLT,U:FRC,@STX,U:DG,@FTNT,U:MSI,U:TEL,@ORLY,U:GM,U:CBRE,@EXPE,U:APTV,U:PSX,U:AMT,@FB,U:DUK,U:NOW,@MDLZ,U:ETN,U:ABBV,@TMUS,U:ZTS,@CDW,U:INFO,@WLTW,U:IQV,@BKNG,U:LDOS,@AVGO,U:TWTR,U:EVRG,U:ICE,U:STE,U:CI,U:DOW,U:AMCR,U:PEAK,@NLOK,U:DD,U:CARR,U:OTIS,U:CTVA,U:LHX,U:TT,U:TFC,@VIAC,U:IR,U:PAYC,U:AON,U:RTX,U:ANET,U:CTLT,U:SYF,U:CFG,U:KEYS,@QRVO,U:ANTM,U:CCI,U:MDT,@WBA,@EQIX,U:ES,@ETSY,U:JCI,@KHC,U:FTV,U:SPGI,U:HLT,@GOOGL,U:WELL,U:HPE,@PYPL,U:HPQ,@GOOG,U:WEC,@MNST,U:LIN,@SBAC,@CHTR
1613495,192549.4,11919.14,11769.7,107898.1,99630.44,239624.4,20580.63,65090.76,12891.35,28814.28,114851.9,149580.3,11969.87,81586.94,41210.66,25942.88,23878.95,43973.88,25342.96,16424.46,212039.3,28722.26,1997405,55390.57,25893.14,19731.77,51302.52,59189.78,27604.23,26974.42,297115.7,40356.79,66916.06,22928.59,246009.6,10820.84,29530.16,12804.85,27674.52,15604.89,94759.63,54966.52,13646.82,18992.82,23102.61,135178.4,11224.98,21758.51,12639.28,34459.5,66719.38,23799.98,32758.79,23350.49,58780.59,14666.19,31292.37,13475.82,79701.38,17195.66,10920.51,22082.13,295584.1,23024.73,12303.69,35774.56,164256.8,26663.04,211249.5,25300.9,66053.38,30599.12,17523.13,26438.61,17657.79,18070.13,24753.63,30643.27,28224.55,152288.7,55119.3,37593.55,79397.94,68641.56,74517.69,29610.32,222828.9,21801.45,15424.96,10651.04,21957.39,13892.36,13655.37,36659.77,208804.8,90440.38,30300.28,56255.48,13961.16,38346.43,230639.4,38622.36,11776.7,13486.72,20279.46,20297.01,19191.48,19892.46,49644.3,14970.29,140081.4,13389.64,138486.9,25694.46,14978.42,11828.7,69810.94,22582,20311.11,39665.29,38251.16,13703.19,79385.81,11218.33,23596.55,336005.9,54661.57,19214.77,68316.25,11366.03,21216.53,17183.67,298846.1,26591.88,10569.48,54969.34,13232.06,45209.6,13449.91,60423.66,87008.94,33577.89,214079.4,12841.53,15704.05,11907.52,12482.42,20214.35,387867.4,13170.88,30863.92,22128.24,11633.92,50348.77,86604.19,26342.53,49203.65,11344.71,17886.15,22815.34,138009.1,118542.1,31207.09,106474.6,126336.3,65879.81,10763.95,24024.04,163618.9,49105.06,57860.83,14428.8,14625.08,33819.49,18525.57,63818.34,75695.31,18205.04,1607822,53239.03,14245.71,27024.93,91593.5,16930.98,45314.66,36973.59,26375.86,50512.04,15722.48,158908.9,53806.77,16035.74,51983.56,97068.19,13600.37,33357.95,21444.66,179467.3,29246.11,34954.75,25854.08,28526.34,25023.44,21179.98,194579.5,202103.6,34789.04,13892.83,72328.75,46453.31,28764.96,158162.5,29063.23,15135.91,343846.6,54729.97,27851.96,12727.71,53644.16,134850.4,21835.11,59395.27,24563.38,54229.03,33760.01,17636.69,41201.6,25457.06,14071.47,27296.52,91134.06,206487.2,20894.38,48620.46,13156.11,28434.14,19466.95,11079.57,62741.58,34099.48,12703.59,20354.54,25086.45,10706.14,19092.18,57691.95,22373.84,202991.2,131496.8,20726.86,101399.1,39485.08,78416.19,233051.3,32945.94,31844.5,83149.25,15687.06,13498.43,132975.3,173673.9,14082.39,16548.46,14376.42,17425.54,131850.8,297521.6,15646.02,16225.57,27891.05,71240.38,17798.38,405453.1,47691.61,12117.67,20364.52,13232.56,11052.08,11556.89,21485.02,11411.6,25406.18,20354.9,61055.67,22790.63,13069.97,15340.48,25875.29,68442.38,13787.28,11070.71,16823.36,14099.6,35302.98,39609.47,18339.2,12543.54,39621.95,18678.96,11675.27,34624.47,26091.65,340807.1,15469.62,19833.54,18051.27,30269.89,12877.14,30070.91,115457.2,342849.4,26921.48,52304.28,18030.77,12111.46,27705.69,14857.43,25969.05,22747.8,18106.34,75472.5,143258.7,42105.42,30213.17,19780.05,19004.35,12585.69,52675.58,19460.24,26620.91,32586.29,33966.17,43476.7,15892.16,12492.84,25369.53,21962.31,107410.6,641053.6,66225.63,96090.63,82715.06,40095.17,153787.5,143251.6,77937.94,17619.7,31295.04,27073.28,30283.91,71372.63,12857.14,149099.2,36937.3,11527.38,56927.39,14839.23,61462.04,34202.17,17268.99,15095.46,12236.71,40016.58,26667.96,27018.35,21468.95,37334.77,29189.23,52239.61,15605.18,14853.45,18756.28,47717.58,87779,15741.11,14170.11,15557.06,10860.46,18242.34,15432.2,67949.44,70508.38,137513.1,31060.39,68042.88,29280.95,15714.26,30267.84,37129.71,25394.96,87658.88,24186.91,447070.8,23544.1,11873.33,231204.1,26096.44,497140.3,30991.44,42972.24,122134.1,35280.79,126942.6
